symbol,conf.,open,high,low,close,ltp,close - ltp,close - ltp %,vwap,vol,prev. close,turnover,trans.,diff,range,diff %,range %,vwap %,120 days,180 days,52 weeks high,52 weeks low,source_file,tradedate
CFCL,17.77,472.2,490.0,461.5,464.0,464.0,0.0,0.0,465.23,2631.0,463.0,1224024.5,33,1.0,28.5,0.22,6.18,-0.27,528.85,549.47,745.9,445.1,10_21_2025.csv,2025-10-21
CGH,30.23,820.0,833.0,817.5,827.0,827.0,0.0,0.0,822.2,6013.0,823.8,4943912.1,59,3.2,15.5,0.39,1.9,0.58,940.77,925.02,1150.0,803.0,10_21_2025.csv,2025-10-21
CHCL,23.15,478.0,483.0,478.0,481.0,481.0,0.0,0.0,479.86,22812.0,484.0,10946528.2,154,-3.0,5.0,-0.62,1.05,0.24,513.69,513.01,610.0,456.0,10_21_2025.csv,2025-10-21
CHDC,39.09,2091.0,2200.0,2091.0,2143.0,2143.0,0.0,0.0,2146.91,42899.0,2130.0,92100111.2,395,13.0,109.0,0.61,5.21,-0.18,2565.3,2396.72,2997.9,1545.3,10_21_2025.csv,2025-10-21
CHL,17.04,230.1,232.0,227.9,230.0,230.0,0.0,0.0,229.01,14651.0,227.9,3355229.6,80,2.1,4.1,0.92,1.8,0.43,334.27,387.11,599.7,225.0,10_21_2025.csv,2025-10-21
CIT,24.76,1828.0,1875.7,1828.0,1864.0,1864.0,0.0,0.0,1848.37,6185.0,1828.0,11432147.5,134,36.0,47.7,1.97,2.61,0.84,1929.74,1952.04,2269.0,1730.8,10_21_2025.csv,2025-10-21
CITY,26.52,510.0,552.0,510.0,519.9,519.9,0.0,0.0,522.67,1613.0,518.0,843059.9,51,1.9,42.0,0.37,8.24,-0.53,781.5,820.85,1025.0,506.1,10_21_2025.csv,2025-10-21
CIZBD86,33.3,1179.0,1179.0,1179.0,1179.0,1179.0,0.0,0.0,1179.0,60.0,1200.5,70740.0,1,-21.5,0.0,-1.79,0.0,0.0,0.0,0.0,1190.0,1060.0,10_21_2025.csv,2025-10-21
CIZBD90,32.53,1198.0,1198.0,1198.0,1198.0,1198.0,0.0,0.0,1198.0,60.0,1175.0,71880.0,2,23.0,0.0,1.96,0.0,0.0,1124.85,0.0,1207.0,1060.1,10_21_2025.csv,2025-10-21
CKHL,29.26,570.9,582.3,560.9,570.0,570.0,0.0,0.0,567.04,830.0,572.0,470642.0,9,-2.0,21.4,-0.35,3.82,0.52,661.2,704.93,910.0,560.9,10_21_2025.csv,2025-10-21
CLI,18.42,434.0,440.0,432.0,434.0,434.0,0.0,0.0,436.07,4413.0,435.2,1924376.2,107,-1.2,8.0,-0.28,1.85,-0.48,476.77,540.76,774.9,411.0,10_21_2025.csv,2025-10-21
CMF2,18.68,9.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,900.0,9.18,8100.0,1,-0.18,0.0,-1.96,0.0,0.0,9.62,9.56,10.86,8.64,10_21_2025.csv,2025-10-21
CORBL,19.51,1703.0,1750.0,1696.0,1704.0,1704.0,0.0,0.0,1712.09,2280.0,1730.0,3903563.3,67,-26.0,54.0,-1.5,3.18,-0.47,2151.11,2076.91,2842.3,823.4,10_21_2025.csv,2025-10-21
CREST,36.32,1240.0,1250.0,1207.5,1210.0,1210.0,0.0,0.0,1230.75,13118.0,1231.1,16144960.5,273,-21.1,42.5,-1.71,3.52,-1.71,0.0,0.0,2458.2,302.5,10_21_2025.csv,2025-10-21
CYCL,16.5,1502.0,1530.0,1502.0,1520.0,1520.0,0.0,0.0,1512.93,677.0,1506.5,1024256.1,23,13.5,28.0,0.9,1.86,0.46,1676.35,1672.54,2040.0,1490.0,10_21_2025.csv,2025-10-21
CZBIL,34.0,203.0,207.5,201.1,206.5,206.5,0.0,0.0,205.39,142518.0,202.0,29272139.5,165,4.5,6.4,2.23,3.18,0.54,210.85,211.31,265.3,196.0,10_21_2025.csv,2025-10-21
DDBL,17.34,800.7,818.0,793.0,810.0,810.0,0.0,0.0,804.58,2295.0,806.0,1846508.4,41,4.0,25.0,0.5,3.15,0.67,839.67,825.6,1010.0,759.0,10_21_2025.csv,2025-10-21
DHPL,23.03,290.0,290.0,280.0,283.0,283.0,0.0,0.0,283.59,2741.0,285.0,777326.0,26,-2.0,10.0,-0.7,3.57,-0.21,329.97,337.6,427.2,235.0,10_21_2025.csv,2025-10-21
DLBS,25.98,1240.0,1272.0,1240.0,1267.8,1267.8,0.0,0.0,1246.97,1049.0,1247.6,1308068.6,25,20.2,32.0,1.62,2.58,1.64,1472.92,1558.45,2250.0,1240.0,10_21_2025.csv,2025-10-21
DOLTI,30.44,488.3,505.0,488.2,497.4,497.4,0.0,0.0,491.38,4195.0,498.0,2061344.9,33,-0.6,16.8,-0.12,3.44,1.21,579.67,638.66,1017.0,488.2,10_21_2025.csv,2025-10-21
DORDI,18.89,219.0,222.0,216.1,217.9,217.9,0.0,0.0,217.97,37949.0,218.1,8271697.7,165,-0.2,5.9,-0.09,2.73,-0.03,326.35,392.32,696.0,215.1,10_21_2025.csv,2025-10-21
EBL,20.22,628.0,639.0,628.0,631.0,631.0,0.0,0.0,634.5,27253.0,640.1,17292111.8,173,-9.1,11.0,-1.42,1.75,-0.56,672.28,649.98,780.6,570.0,10_21_2025.csv,2025-10-21
EBLD85,35.6,1165.0,1165.0,1165.0,1188.2,1188.2,0.0,0.0,1188.2,3.0,1165.0,3564.6,1,23.2,0.0,1.99,0.0,0.0,1138.13,1124.08,1200.0,1099.7,10_21_2025.csv,2025-10-21
EBLD86,34.6,1115.0,1115.0,1115.0,1115.0,1115.0,0.0,0.0,1115.0,70.0,1114.0,78050.0,2,1.0,0.0,0.09,0.0,0.0,1048.91,1043.78,1136.2,1000.0,10_21_2025.csv,2025-10-21
EBLD91,35.44,1110.0,1124.0,1101.0,1102.1,1102.1,0.0,0.0,1117.36,1075.0,1105.0,1201162.5,11,-2.9,23.0,-0.26,2.09,-1.38,0.0,0.0,1124.0,994.4,10_21_2025.csv,2025-10-21
EBLEB89,33.39,1070.0,1074.0,1070.0,1074.0,1074.0,0.0,0.0,1072.67,75.0,1090.0,80450.0,3,-16.0,4.0,-1.47,0.37,0.12,0.0,0.0,1104.0,996.1,10_21_2025.csv,2025-10-21
EDBL,37.02,567.4,567.4,547.1,564.0,564.0,0.0,0.0,556.4,8999.0,556.3,5007000.5,42,7.7,20.3,1.38,3.71,1.35,607.96,629.15,838.2,530.7,10_21_2025.csv,2025-10-21
EHPL,21.39,448.0,459.0,441.0,449.9,449.9,0.0,0.0,450.48,856.0,457.0,385609.1,16,-7.1,18.0,-1.55,4.08,-0.13,586.85,660.49,953.6,441.0,10_21_2025.csv,2025-10-21
ENL,36.48,890.0,930.0,881.0,930.0,930.0,0.0,0.0,906.93,1176.0,894.8,1066549.0,22,35.2,49.0,3.93,5.56,2.48,1089.18,1128.79,1452.0,866.0,10_21_2025.csv,2025-10-21
FMDBL,18.09,755.0,776.0,750.1,759.0,759.0,0.0,0.0,756.48,14034.0,765.0,10616490.2,105,-6.0,25.9,-0.78,3.45,0.33,805.47,795.0,1038.8,712.0,10_21_2025.csv,2025-10-21
FOWAD,18.86,1097.0,1097.0,1060.0,1086.0,1086.0,0.0,0.0,1070.05,1223.0,1080.0,1308674.5,34,6.0,37.0,0.56,3.49,1.47,1140.98,1176.26,1552.0,1046.3,10_21_2025.csv,2025-10-21
GBBD85,38.84,1098.0,1099.0,1098.0,1098.0,1098.0,0.0,0.0,1098.07,290.0,1078.0,318440.0,10,20.0,1.0,1.86,0.09,-0.01,1057.21,1051.61,1110.0,1010.0,10_21_2025.csv,2025-10-21
GBBL,19.9,404.0,408.0,400.0,404.9,404.9,0.0,0.0,402.8,27160.0,403.0,10940064.9,84,1.9,8.0,0.47,2.0,0.52,412.82,407.65,498.0,378.7,10_21_2025.csv,2025-10-21
GBILD86/87,25.5,1105.6,1126.0,1105.6,1126.0,1126.0,0.0,0.0,1121.14,105.0,1084.0,117720.0,2,42.0,20.4,3.87,1.85,0.43,1047.8,1030.72,1126.0,994.0,10_21_2025.csv,2025-10-21
GBIME,31.55,236.0,244.4,231.4,240.0,240.0,0.0,0.0,239.97,285064.0,236.0,68407224.9,519,4.0,13.0,1.69,5.62,0.01,239.34,233.64,278.9,210.7,10_21_2025.csv,2025-10-21
GBIMESY2,28.76,8.92,8.94,8.77,8.94,8.94,0.0,0.0,8.88,2500.0,9.1,22199.0,14,-0.16,0.17,-1.76,1.94,0.68,0.0,0.0,10.0,8.65,10_21_2025.csv,2025-10-21
GCIL,18.05,415.0,425.0,415.0,420.0,420.0,0.0,0.0,419.24,8138.0,419.5,3411752.2,106,0.5,10.0,0.12,2.41,0.18,501.52,508.68,613.0,415.0,10_21_2025.csv,2025-10-21
GFCL,20.53,572.0,572.0,561.0,565.0,565.0,0.0,0.0,565.6,7494.0,561.0,4238595.4,46,4.0,11.0,0.71,1.96,-0.11,645.82,674.57,1176.0,528.3,10_21_2025.csv,2025-10-21
GHL,18.09,200.5,210.0,197.5,201.0,201.0,0.0,0.0,202.69,26202.0,200.9,5310883.5,103,0.1,12.5,0.05,6.33,-0.84,248.31,247.44,318.0,197.0,10_21_2025.csv,2025-10-21
GIBF1,32.89,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,7260.0,10.2,72600.0,8,-0.2,0.0,-1.96,0.0,0.0,10.58,10.34,11.68,9.11,10_21_2025.csv,2025-10-21
GILB,14.9,1158.0,1163.9,1150.3,1160.0,1160.0,0.0,0.0,1156.3,542.0,1144.0,626713.9,20,16.0,13.6,1.4,1.18,0.32,1271.15,1271.66,1441.6,1131.9,10_21_2025.csv,2025-10-21
GLBSL,20.85,2004.9,2044.0,2004.9,2033.0,2033.0,0.0,0.0,2014.31,1423.0,1966.0,2866357.7,34,67.0,39.1,3.41,1.95,0.92,2422.93,2509.78,3486.0,1560.0,10_21_2025.csv,2025-10-21
GLH,17.29,248.8,248.8,243.1,246.0,246.0,0.0,0.0,246.54,17861.0,244.0,4403366.4,112,2.0,5.7,0.82,2.34,-0.22,265.08,261.57,306.3,227.4,10_21_2025.csv,2025-10-21
GMFBS,20.93,1478.0,1478.0,1426.0,1454.5,1454.5,0.0,0.0,1458.96,554.0,1454.5,808262.8,8,0.0,52.0,0.0,3.65,-0.31,1582.88,1647.96,1980.0,1395.0,10_21_2025.csv,2025-10-21
GMFIL,26.12,425.0,425.0,410.0,423.9,423.9,0.0,0.0,413.74,2214.0,418.0,916015.9,28,5.9,15.0,1.41,3.66,2.4,485.77,497.7,735.9,393.1,10_21_2025.csv,2025-10-21
GMLI,18.02,1934.0,1972.0,1897.1,1910.0,1910.0,0.0,0.0,1920.66,1790.0,1934.3,3437984.0,57,-24.3,74.9,-1.26,3.95,-0.56,2248.92,0.0,2778.0,301.0,10_21_2025.csv,2025-10-21
GRDBL,17.91,998.0,1026.0,998.0,1019.9,1019.9,0.0,0.0,1010.08,6214.0,1011.0,6276657.6,106,8.9,28.0,0.88,2.81,0.96,1229.97,1281.45,2001.4,701.0,10_21_2025.csv,2025-10-21
GSY,24.18,8.82,9.02,8.82,9.02,9.02,0.0,0.0,8.96,3700.0,9.0,33155.0,13,0.02,0.2,0.22,2.27,0.66,9.3,0.0,10.3,8.75,10_21_2025.csv,2025-10-21
GUFL,16.68,480.0,480.0,471.6,474.0,474.0,0.0,0.0,474.01,1783.0,474.0,845163.4,22,0.0,8.4,0.0,1.78,0.0,545.73,571.28,840.0,465.5,10_21_2025.csv,2025-10-21
GVL,20.19,472.5,479.9,466.0,477.9,477.9,0.0,0.0,472.83,11746.0,472.1,5553885.4,83,5.8,13.9,1.23,2.98,1.06,492.18,503.35,662.0,424.0,10_21_2025.csv,2025-10-21
H8020,31.06,10.5,10.5,10.0,10.0,10.0,0.0,0.0,10.14,162840.0,10.65,1651781.5,25,-0.65,0.5,-6.1,5.0,-1.44,11.09,10.76,12.21,9.6,10_21_2025.csv,2025-10-21
HATHY,20.07,925.0,925.0,906.0,914.9,914.9,0.0,0.0,910.5,5866.0,920.0,5341001.3,97,-5.1,19.0,-0.55,2.1,0.48,1216.58,1275.78,1600.0,884.0,10_21_2025.csv,2025-10-21
HBL,25.59,194.0,199.9,192.0,199.0,199.0,0.0,0.0,196.76,54531.0,194.8,10729581.1,714,4.2,7.9,2.16,4.11,1.13,220.07,225.25,286.0,184.0,10_21_2025.csv,2025-10-21
HDHPC,15.59,173.0,173.0,170.0,171.5,171.5,0.0,0.0,170.99,17526.0,169.9,2996710.0,124,1.6,3.0,0.94,1.76,0.3,198.31,199.36,228.8,162.0,10_21_2025.csv,2025-10-21
HDL,39.88,1336.2,1360.0,1330.0,1339.0,1339.0,0.0,0.0,1341.21,189121.0,1310.0,253651651.8,2062,29.0,30.0,2.21,2.26,-0.17,1273.07,1252.03,1556.1,1136.0,10_21_2025.csv,2025-10-21
HEI,27.05,460.0,475.0,460.0,466.0,466.0,0.0,0.0,465.58,3495.0,461.1,1627209.3,28,4.9,15.0,1.06,3.26,0.09,575.26,595.49,722.0,460.0,10_21_2025.csv,2025-10-21
HEIP,21.47,332.0,333.0,326.6,326.6,326.6,0.0,0.0,332.25,740.0,326.9,245864.0,3,-0.3,6.4,-0.09,1.96,-1.73,365.0,384.5,563.0,321.1,10_21_2025.csv,2025-10-21
HHL,17.45,315.1,324.0,315.1,317.0,317.0,0.0,0.0,318.9,8515.0,315.0,2715463.5,71,2.0,8.9,0.63,2.82,-0.6,401.45,452.42,635.0,312.8,10_21_2025.csv,2025-10-21
HIDCL,18.59,254.0,256.8,249.0,254.2,254.2,0.0,0.0,254.17,65336.0,251.5,16606487.6,215,2.7,7.8,1.07,3.13,0.01,293.21,282.83,340.0,225.4,10_21_2025.csv,2025-10-21
HIDCLP,28.05,181.0,181.0,178.0,178.0,178.0,0.0,0.0,178.79,108436.0,178.1,19387282.9,174,-0.1,3.0,-0.06,1.69,-0.44,204.84,194.28,239.0,153.9,10_21_2025.csv,2025-10-21
HIMSTAR,21.92,595.0,600.0,585.0,595.0,595.0,0.0,0.0,591.77,6556.0,602.0,3879634.8,167,-7.0,15.0,-1.16,2.56,0.54,0.0,0.0,762.3,252.2,10_21_2025.csv,2025-10-21
HLBSL,18.99,885.0,902.5,867.3,869.1,869.1,0.0,0.0,875.12,1550.0,869.0,1356436.3,24,0.1,35.2,0.01,4.06,-0.69,967.42,981.21,1140.0,864.0,10_21_2025.csv,2025-10-21
HLI,22.2,355.0,364.9,355.0,359.9,359.9,0.0,0.0,357.42,37932.0,355.1,13557844.8,198,4.8,9.9,1.35,2.79,0.69,406.19,419.27,517.9,354.8,10_21_2025.csv,2025-10-21
HPPL,40.07,455.7,511.0,432.5,511.0,511.0,0.0,0.0,443.0,86371.0,465.0,38262021.2,263,46.0,78.5,9.89,18.15,13.31,521.56,534.49,711.0,310.0,10_21_2025.csv,2025-10-21
HRL,32.53,790.5,792.9,771.1,778.9,778.9,0.0,0.0,781.33,115303.0,775.0,90090241.6,820,3.9,21.8,0.5,2.83,-0.31,955.51,943.96,1156.0,762.1,10_21_2025.csv,2025-10-21
HURJA,17.44,209.8,209.8,205.8,208.7,208.7,0.0,0.0,208.05,15244.0,206.0,3171572.3,69,2.7,4.0,1.31,1.94,0.31,245.87,245.45,283.4,205.0,10_21_2025.csv,2025-10-21
ICFC,30.38,595.0,615.0,595.0,610.0,610.0,0.0,0.0,609.99,9138.0,606.0,5574087.0,50,4.0,20.0,0.66,3.36,0.0,632.0,636.38,872.0,555.0,10_21_2025.csv,2025-10-21
ICFCD88,35.17,1124.0,1124.0,1115.3,1115.6,1115.6,0.0,0.0,1121.15,150.0,1115.0,168172.5,3,0.6,8.7,0.05,0.78,-0.5,1086.41,0.0,1129.0,1000.0,10_21_2025.csv,2025-10-21
IGI,28.06,397.0,408.0,392.0,397.0,397.0,0.0,0.0,398.01,14861.0,395.0,5914775.5,92,2.0,16.0,0.51,4.08,-0.25,530.36,552.22,690.8,392.0,10_21_2025.csv,2025-10-21
IHL,16.4,505.0,519.0,495.0,507.5,507.5,0.0,0.0,505.07,1225.0,515.0,618713.4,22,-7.5,24.0,-1.46,4.85,0.48,573.54,626.4,838.0,490.3,10_21_2025.csv,2025-10-21
ILBS,32.85,1168.0,1168.0,1121.6,1162.0,1162.0,0.0,0.0,1148.75,2827.0,1167.7,3247513.4,34,-5.7,46.4,-0.49,4.14,1.14,1000.74,996.03,1311.0,795.2,10_21_2025.csv,2025-10-21
ILI,17.64,420.0,427.0,420.0,424.9,424.9,0.0,0.0,422.63,5088.0,425.0,2150322.1,101,-0.1,7.0,-0.02,1.67,0.54,453.15,463.84,530.0,405.0,10_21_2025.csv,2025-10-21
JBBD87,42.06,1166.0,1166.0,1166.0,1166.0,1166.0,0.0,0.0,1166.0,580.0,1125.0,676280.0,2,41.0,0.0,3.64,0.0,0.0,1069.69,1047.23,1182.0,1032.7,10_21_2025.csv,2025-10-21
JBBL,19.12,300.0,309.9,299.0,307.9,307.9,0.0,0.0,304.87,18841.0,305.0,5744115.2,90,2.9,10.9,0.95,3.65,0.98,336.27,343.18,430.9,295.0,10_21_2025.csv,2025-10-21
JBLB,20.85,1350.2,1380.0,1350.0,1370.0,1370.0,0.0,0.0,1372.18,2840.0,1366.0,3896977.3,84,4.0,30.0,0.29,2.22,-0.16,1375.52,1375.41,1705.0,1270.7,10_21_2025.csv,2025-10-21
JFL,17.85,412.5,420.1,412.1,418.0,418.0,0.0,0.0,414.46,3359.0,420.0,1392184.0,43,-2.0,8.0,-0.48,1.94,0.85,477.03,504.92,1083.3,395.0,10_21_2025.csv,2025-10-21
JOSHI,16.53,284.0,290.8,280.2,288.1,288.1,0.0,0.0,287.0,4577.0,285.0,1313613.6,49,3.1,10.6,1.09,3.78,0.38,351.01,370.71,521.6,254.0,10_21_2025.csv,2025-10-21
JSLBB,22.06,1146.4,1146.4,1059.0,1129.0,1129.0,0.0,0.0,1103.38,930.0,1124.0,1026140.9,37,5.0,87.4,0.44,8.25,2.27,1327.95,1422.71,1860.4,1059.0,10_21_2025.csv,2025-10-21
KBL,18.17,183.0,185.0,180.2,184.0,184.0,0.0,0.0,183.57,84453.0,181.4,15503294.1,296,2.6,4.8,1.43,2.66,0.23,205.3,205.74,253.5,175.5,10_21_2025.csv,2025-10-21
KBSH,14.98,1749.0,1749.0,1749.0,1749.0,1749.0,0.0,0.0,1749.0,10.0,1749.0,17490.0,1,0.0,0.0,0.0,0.0,0.0,1947.97,2130.02,3300.0,1700.0,10_21_2025.csv,2025-10-21
KDBY,19.31,8.77,9.1,8.77,8.95,8.95,0.0,0.0,8.99,6045.0,8.93,54323.0,11,0.02,0.33,0.22,3.76,-0.41,9.61,9.52,10.57,8.67,10_21_2025.csv,2025-10-21
KDL,25.83,905.0,922.0,890.0,900.0,900.0,0.0,0.0,898.72,1160.0,901.9,1042514.8,33,-1.9,32.0,-0.21,3.6,0.14,1091.55,1109.92,1306.3,884.2,10_21_2025.csv,2025-10-21
KEF,27.11,9.13,9.13,8.96,9.12,9.12,0.0,0.0,9.07,300.0,8.96,2721.0,3,0.16,0.17,1.79,1.9,0.55,9.28,9.17,10.42,8.25,10_21_2025.csv,2025-10-21
KKHC,38.02,224.5,229.3,222.0,229.3,229.3,0.0,0.0,223.67,8222.0,221.0,1839021.9,58,8.3,7.3,3.76,3.29,2.45,315.04,335.12,475.9,216.7,10_21_2025.csv,2025-10-21
KMCDB,32.67,1015.0,1015.0,975.0,975.0,975.0,0.0,0.0,981.85,312.0,1015.0,306336.5,14,-40.0,40.0,-3.94,4.1,-0.7,1042.25,1064.41,1270.0,942.0,10_21_2025.csv,2025-10-21
KPCL,17.46,528.1,550.0,528.0,536.0,536.0,0.0,0.0,540.62,9600.0,537.8,5189993.7,71,-1.8,22.0,-0.33,4.17,-0.86,559.44,559.05,711.0,479.5,10_21_2025.csv,2025-10-21
KSBBL,27.81,410.0,416.0,410.0,413.9,413.9,0.0,0.0,411.32,18341.0,413.0,7544071.7,69,0.9,6.0,0.22,1.46,0.62,475.85,465.71,588.0,405.0,10_21_2025.csv,2025-10-21
KSBBLD87,32.96,1123.1,1147.0,1123.1,1147.0,1147.0,0.0,0.0,1146.99,225.0,1123.1,258073.5,2,23.9,23.9,2.13,2.13,0.0,1071.7,1049.38,1165.0,1041.3,10_21_2025.csv,2025-10-21
KSY,33.64,9.06,9.06,9.06,9.06,9.06,0.0,0.0,9.06,500.0,8.91,4530.0,1,0.15,0.0,1.68,0.0,0.0,9.28,9.15,10.64,8.25,10_21_2025.csv,2025-10-21
LBBL,25.39,440.0,448.0,435.5,441.8,441.8,0.0,0.0,441.97,35757.0,443.9,15803404.8,147,-2.1,12.5,-0.47,2.87,-0.04,477.21,469.83,646.3,376.5,10_21_2025.csv,2025-10-21
LEC,16.32,194.9,195.0,188.0,188.5,188.5,0.0,0.0,190.3,47083.0,192.0,8960065.4,206,-3.5,7.0,-1.82,3.72,-0.96,219.18,216.64,289.0,186.0,10_21_2025.csv,2025-10-21
LICN,19.51,792.0,800.0,788.0,799.0,799.0,0.0,0.0,794.0,4244.0,795.0,3369733.9,47,4.0,12.0,0.5,1.52,0.63,899.17,971.44,2140.0,773.0,10_21_2025.csv,2025-10-21
LLBS,30.21,892.5,914.9,865.0,909.0,909.0,0.0,0.0,882.27,1041.0,875.0,918438.9,22,34.0,49.9,3.89,5.77,2.94,1060.84,1086.49,1367.3,865.0,10_21_2025.csv,2025-10-21
LSL,25.92,217.0,219.9,216.0,219.0,219.0,0.0,0.0,217.85,21553.0,217.0,4695351.9,104,2.0,3.9,0.92,1.81,0.52,223.55,222.5,274.0,201.0,10_21_2025.csv,2025-10-21
LUK,33.84,9.31,9.31,9.31,9.31,9.31,0.0,0.0,9.31,4400.0,9.48,40964.0,1,-0.17,0.0,-1.79,0.0,0.0,10.03,9.88,11.97,8.98,10_21_2025.csv,2025-10-21
LVF2,25.92,9.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,200.0,9.1,1800.0,2,-0.1,0.0,-1.1,0.0,0.0,9.74,9.54,11.45,8.75,10_21_2025.csv,2025-10-21
MAKAR,22.02,532.0,547.9,529.2,539.0,539.0,0.0,0.0,535.97,4026.0,540.0,2157825.0,25,-1.0,18.7,-0.19,3.53,0.56,634.22,669.49,860.0,464.0,10_21_2025.csv,2025-10-21
MANDU,17.05,799.9,809.0,789.0,789.1,789.1,0.0,0.0,794.82,612.0,785.0,486428.3,30,4.1,20.0,0.52,2.53,-0.72,869.94,892.55,1090.0,766.5,10_21_2025.csv,2025-10-21
MATRI,33.98,956.1,975.2,956.1,965.0,965.0,0.0,0.0,968.64,483.0,975.0,467853.6,6,-10.0,19.1,-1.03,2.0,-0.38,1147.64,1186.12,1482.0,950.0,10_21_2025.csv,2025-10-21
MBJC,17.19,270.0,278.0,270.0,277.5,277.5,0.0,0.0,273.82,7081.0,270.3,1938941.0,111,7.2,8.0,2.66,2.96,1.33,315.49,325.57,410.0,270.0,10_21_2025.csv,2025-10-21
MBL,30.23,208.0,212.0,207.0,207.1,207.1,0.0,0.0,207.78,57148.0,209.4,11874441.6,176,-2.3,5.0,-1.1,2.42,-0.33,231.92,231.3,290.0,207.0,10_21_2025.csv,2025-10-21
MBLD87,39.67,1095.0,1141.0,1095.0,1139.2,1139.2,0.0,0.0,1140.53,150.0,1095.0,171079.1,4,44.2,46.0,4.04,4.2,-0.12,1029.58,0.0,1141.0,1020.0,10_21_2025.csv,2025-10-21
MBLEF,38.67,8.95,9.13,8.95,9.13,9.13,0.0,0.0,9.12,9500.0,9.07,86594.0,10,0.06,0.18,0.66,2.01,0.16,0.0,0.0,10.19,8.59,10_21_2025.csv,2025-10-21
MCHL,16.54,494.0,494.0,474.1,475.1,475.1,0.0,0.0,479.99,648.0,485.0,311032.0,17,-9.9,19.9,-2.04,4.2,-1.03,549.49,576.95,714.0,450.4,10_21_2025.csv,2025-10-21
MDB,16.96,545.0,548.0,535.0,538.0,538.0,0.0,0.0,542.93,4366.0,540.0,2370439.0,48,-2.0,13.0,-0.37,2.43,-0.92,614.3,633.21,843.5,535.0,10_21_2025.csv,2025-10-21
MEHL,16.82,376.0,390.5,375.1,386.9,386.9,0.0,0.0,382.89,2137.0,382.9,818241.3,43,4.0,15.4,1.04,4.11,1.04,452.61,491.63,696.0,363.6,10_21_2025.csv,2025-10-21
MEL,19.57,265.0,273.7,263.0,273.7,273.7,0.0,0.0,266.21,8478.0,269.0,2256954.5,72,4.7,10.7,1.75,4.07,2.74,305.84,319.22,393.0,262.0,10_21_2025.csv,2025-10-21
MEN,28.44,598.0,610.0,598.0,609.9,609.9,0.0,0.0,603.99,50418.0,598.3,30451919.5,154,11.6,12.0,1.94,2.01,0.97,606.56,604.5,758.0,552.4,10_21_2025.csv,2025-10-21
MERO,25.06,720.0,743.0,720.0,738.0,738.0,0.0,0.0,732.92,3758.0,730.0,2754294.7,24,8.0,23.0,1.1,3.19,0.69,783.07,762.54,1000.0,648.0,10_21_2025.csv,2025-10-21
MFIL,28.34,560.0,578.3,545.0,568.0,568.0,0.0,0.0,566.1,8943.0,567.0,5062624.5,73,1.0,33.3,0.18,6.11,0.33,625.57,629.11,834.0,545.0,10_21_2025.csv,2025-10-21
MHCL,22.36,379.0,386.0,373.0,373.2,373.2,0.0,0.0,379.31,2202.0,379.0,835231.7,34,-5.8,13.0,-1.53,3.49,-1.64,459.25,496.83,655.0,373.0,10_21_2025.csv,2025-10-21
MHL,17.29,460.0,460.9,451.0,452.0,452.0,0.0,0.0,455.44,7809.0,452.1,3556492.0,68,-0.1,9.9,-0.02,2.2,-0.76,583.39,665.95,1088.0,450.0,10_21_2025.csv,2025-10-21
MHNL,21.44,234.3,243.0,226.0,238.9,238.9,0.0,0.0,235.19,4987.0,239.0,1172886.9,25,-0.1,17.0,-0.04,7.52,1.55,264.94,266.32,316.0,226.0,10_21_2025.csv,2025-10-21
MKCL,20.07,1475.0,1475.0,1455.0,1464.0,1464.0,0.0,0.0,1461.9,2352.0,1456.0,3438392.5,54,8.0,20.0,0.55,1.37,0.14,1554.5,1576.51,1900.0,1378.9,10_21_2025.csv,2025-10-21
MKHC,14.24,350.0,350.0,340.1,347.0,347.0,0.0,0.0,342.43,370.0,344.0,126698.4,16,3.0,9.9,0.87,2.91,1.32,437.27,478.37,627.0,331.3,10_21_2025.csv,2025-10-21
MKHL,25.26,686.9,701.0,675.0,675.0,675.0,0.0,0.0,679.43,300.0,674.0,203829.0,18,1.0,26.0,0.15,3.85,-0.66,767.74,741.0,1027.0,488.0,10_21_2025.csv,2025-10-21
MKJC,15.46,550.0,555.0,541.0,555.0,555.0,0.0,0.0,548.23,10214.0,550.0,5599658.4,66,5.0,14.0,0.91,2.59,1.22,545.42,553.37,635.0,442.0,10_21_2025.csv,2025-10-21
MLBBL,18.51,1420.0,1420.0,1378.1,1390.0,1390.0,0.0,0.0,1396.67,592.0,1399.0,826830.0,23,-9.0,41.9,-0.64,3.04,-0.48,1504.92,1565.17,2019.0,1360.0,10_21_2025.csv,2025-10-21
MLBL,23.42,371.0,373.0,364.0,373.0,373.0,0.0,0.0,367.69,7334.0,363.9,2696674.0,56,9.1,9.0,2.5,2.47,1.42,392.75,394.43,488.0,348.9,10_21_2025.csv,2025-10-21
MLBLD89,37.23,1250.0,1250.0,1250.0,1250.0,1250.0,0.0,0.0,1252.5,30.0,1250.0,37575.0,2,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,1260.0,1158.0,10_21_2025.csv,2025-10-21
MLBS,34.07,1445.1,1459.9,1417.0,1459.9,1459.9,0.0,0.0,1434.66,231.0,1474.0,331407.1,7,-14.1,42.9,-0.96,3.03,1.73,1622.55,1765.74,2530.0,1400.1,10_21_2025.csv,2025-10-21
